,ade_type,tp,fp,fn,micro_precision,micro_recall,micro_f1,macro_precision,macro_recall,macro_f1
0,all,2919,451.0,2418,0.8661721068249258,0.5469364811691961,0.6704950040197541,0.8369625488262605,0.5970681115029198,0.6712800396670389
1,discontinuous,27,,361,,0.06958762886597938,,,0.0724859943977591,
2,exact-meddra,2563,,1600,,0.6156617823684842,,,0.6697272358995809,
3,negated,10,,22,,0.3125,,,0.3174603174603175,
4,non-meddra,356,,819,,0.3029787234042553,,,0.3802803374360091,
