,ade_type,tp,fp,fn,micro_precision,micro_recall,micro_f1,macro_precision,macro_recall,macro_f1
0,all,3898,451.0,1439,0.8962979995401241,0.7303728686528012,0.8048730125954985,0.8719498235911851,0.7553926210388892,0.8184008400715157
1,discontinuous,33,,355,,0.08505154639175258,,,0.09159915248150542,
2,exact-meddra,3472,,691,,0.8340139322603891,,,0.8505624381743045,
3,negated,17,,15,,0.53125,,,0.4523809523809524,
4,non-meddra,426,,749,,0.3625531914893617,,,0.46297835880485416,
