ade_type,tp,fp,fn,micro_precision,micro_recall,micro_f1,macro_precision,macro_recall,macro_f1
all,3876.0,579.0,1461.0,0.87003367003367,0.7262507026419337,0.7916666666666666,0.8622271958752193,0.7665935368197626,0.8042964265116467
discontinuous,44.0,0.0,344.0,1.0,0.1134020618556701,0.2037037037037037,,0.12798965740142212,
exact-meddra,3453.0,0.0,710.0,1.0,0.8294499159260149,0.9067752100840336,,0.8592928454991373,
negated,15.0,0.0,17.0,1.0,0.46875,0.6382978723404256,,0.4246031746031746,
non-meddra,423.0,0.0,752.0,1.0,0.36,0.5294117647058824,,0.4685202130512197,
