,ade_type,tp,fp,fn,micro_precision,micro_recall,micro_f1,macro_precision,macro_recall,macro_f1
0,all,4353,230.0,984,0.9498145319659611,0.8156267566048342,0.8776209677419355,0.9423167589521998,0.8639752856209679,0.8948857614199743
1,discontinuous,172,,216,,0.44329896907216493,,,0.44152520681932445,
2,exact-meddra,3666,,497,,0.8806149411482104,,,0.921157671213256,
3,negated,26,,6,,0.8125,,,0.8253968253968254,
4,non-meddra,688,,487,,0.585531914893617,,,0.685647739802024,
