,ade_type,tp,fp,fn,micro_precision,micro_recall,micro_f1,macro_precision,macro_recall,macro_f1
0,all,3849,473.0,1488,0.8905599259602036,0.7211916807195053,0.7969769127238844,0.8755096285039149,0.7562641114223542,0.8122911761122517
1,discontinuous,37,,351,,0.09536082474226804,,,0.09774384112619407,
2,exact-meddra,3431,,732,,0.8241652654335816,,,0.850229308566407,
3,negated,16,,16,,0.5,,,0.4722222222222222,
4,non-meddra,418,,757,,0.3557446808510638,,,0.44509224430511984,
