,ade_type,tp,fp,fn,micro_precision,micro_recall,micro_f1,macro_precision,macro_recall,macro_f1
0,all,2874,424.0,2463,0.8714372346876895,0.538504777965149,0.6656629994209613,0.8435308160779939,0.6219256335318618,0.6896590910892342
1,discontinuous,29,,359,,0.07474226804123711,,,0.08275012569130215,
2,exact-meddra,2543,,1620,,0.6108575546480903,,,0.6983165237410653,
3,negated,13,,19,,0.40625,,,0.43650793650793646,
4,non-meddra,331,,844,,0.2817021276595745,,,0.38650972645581977,
