,ade_type,tp,fp,fn,micro_precision,micro_recall,micro_f1,macro_precision,macro_recall,macro_f1
0,all,3884,389.0,1453,0.9089632576644044,0.727749672100431,0.8083246618106139,0.8839404875677278,0.7541277665187908,0.8226466838560753
1,discontinuous,50,,338,,0.12886597938144329,,,0.12903504991740286,
2,exact-meddra,3447,,716,,0.8280086476098967,,,0.8441962299066301,
3,negated,17,,15,,0.53125,,,0.4880952380952381,
4,non-meddra,437,,738,,0.3719148936170213,,,0.48458449735597803,
