ade_type,tp,fp,fn,micro_precision,micro_recall,micro_f1,macro_precision,macro_recall,macro_f1
all,3828.0,547.0,1509.0,0.8749714285714286,0.7172568858909499,0.7883031301482701,0.8707077756023682,0.762647169353114,0.8055404471932278
discontinuous,43.0,0.0,345.0,1.0,0.11082474226804123,0.19953596287703015,,0.13012174100409393,
exact-meddra,3421.0,0.0,742.0,1.0,0.8217631515733845,0.9021624472573839,,0.8574049467690352,
negated,14.0,0.0,18.0,1.0,0.4375,0.6086956521739131,,0.41269841269841273,
non-meddra,407.0,0.0,768.0,1.0,0.34638297872340423,0.5145385587863464,,0.44500769440028537,
