ade_type,tp,fp,fn,micro_precision,micro_recall,micro_f1,macro_precision,macro_recall,macro_f1
all,3920.0,472.0,1417.0,0.8925318761384335,0.7344950346636687,0.8058382156439511,0.866459766832681,0.7560714432536811,0.8159311036206532
discontinuous,42.0,0.0,346.0,1.0,0.10824742268041238,0.19534883720930232,,0.1094624003447533,
exact-meddra,3490.0,0.0,673.0,1.0,0.8383377372087437,0.9120606298183719,,0.8468320417583867,
negated,17.0,0.0,15.0,1.0,0.53125,0.6938775510204082,,0.5198412698412699,
non-meddra,430.0,0.0,745.0,1.0,0.3659574468085106,0.5358255451713396,,0.4714010673665794,
