,section,ade_type,tp,fp,fn,micro_precision,micro_recall,micro_f1,macro_precision,macro_recall,macro_f1
0,adverse reactions,all,2999,353.0,2410,0.8946897374701671,0.554446293215012,0.684625042803333,0.8636977868323619,0.6146088041395483,0.6972301865987426
1,adverse reactions,discontinuous,33,,364,,0.08312342569269521,,,0.08363365246596151,
2,adverse reactions,exact-meddra,2627,,1536,,0.6310353110737449,,,0.6947567855219824,
3,adverse reactions,negated,14,,59,,0.1917808219178082,,,0.19523809523809524,
4,adverse reactions,non-meddra,372,,875,,0.2983159582999198,,,0.39086035798652663,
5,all-concat,all,2223,330.0,5159,0.8707403055229143,0.3011379030073151,0.44750880724710623,0.8196808298854905,0.3922896481369115,0.48899220276000466
6,all-concat,discontinuous,26,,775,,0.03245942571785269,,,0.04666808553486754,
7,all-concat,exact-meddra,1883,,2944,,0.3900973689662316,,,0.4946814717133078,
8,all-concat,negated,23,,109,,0.17424242424242425,,,0.2066326530612245,
9,all-concat,non-meddra,340,,2216,,0.13302034428794993,,,0.20266556729908874,
10,boxed warnings,all,151,120.0,123,0.5571955719557196,0.551094890510949,0.5541284403669725,0.5796100356471874,0.6269767162375522,0.5770454272832245
11,boxed warnings,discontinuous,3,,34,,0.08108108108108109,,,0.0879120879120879,
12,boxed warnings,exact-meddra,103,,33,,0.7573529411764706,,,0.7894998041008229,
13,boxed warnings,negated,3,,2,,0.6,,,0.625,
14,boxed warnings,non-meddra,48,,90,,0.34782608695652173,,,0.39999999999999997,
15,warnings and precautions,all,955,491.0,1772,0.6604426002766252,0.3502016868353502,0.45770428947999037,0.6247854256079978,0.4146630681818016,0.45766885074595515
16,warnings and precautions,discontinuous,52,,347,,0.13032581453634084,,,0.1876194376194376,
17,warnings and precautions,exact-meddra,618,,595,,0.5094806265457543,,,0.5779100736681644,
18,warnings and precautions,negated,13,,45,,0.22413793103448276,,,0.3101851851851852,
19,warnings and precautions,non-meddra,337,,1178,,0.22244224422442244,,,0.2926225757923572,
0,all,all,4105,964.0,4305,0.8098244229631091,0.4881093935790725,0.5794786962889509,0.7197578140196502,0.5344191612235429,0.5799665529750831
