,section,ade_type,tp,fp,fn,micro_precision,micro_recall,micro_f1,macro_precision,macro_recall,macro_f1
0,adverse reactions,all,2935,371.0,2474,0.8877797943133696,0.5426141615825476,0.6735513482501435,0.8603435853535811,0.6358024390276443,0.7021277334543458
1,adverse reactions,discontinuous,35,,362,,0.08816120906801007,,,0.10428041863511574,
2,adverse reactions,exact-meddra,2549,,1614,,0.6122988229642085,,,0.7197684439207191,
3,adverse reactions,negated,18,,55,,0.2465753424657534,,,0.2238095238095238,
4,adverse reactions,non-meddra,386,,861,,0.3095429029671211,,,0.4051419725593405,
5,all-concat,all,2876,438.0,4506,0.867833433916717,0.3895963153616906,0.537771129394166,0.845628203315114,0.4622132957240773,0.5636834585121706
6,all-concat,discontinuous,46,,755,,0.05742821473158552,,,0.07802726012933625,
7,all-concat,exact-meddra,2438,,2389,,0.5050756163248394,,,0.5871981721489752,
8,all-concat,negated,28,,104,,0.21212121212121213,,,0.2735260770975057,
9,all-concat,non-meddra,438,,2118,,0.17136150234741784,,,0.23262090106599126,
10,boxed warnings,all,148,135.0,126,0.5229681978798587,0.5401459854014599,0.5314183123877917,0.579266931446335,0.608704673952352,0.5820294343494585
11,boxed warnings,discontinuous,8,,29,,0.21621621621621623,,,0.2866300366300366,
12,boxed warnings,exact-meddra,102,,34,,0.75,,,0.8001153628488094,
13,boxed warnings,negated,2,,3,,0.4,,,0.375,
14,boxed warnings,non-meddra,46,,92,,0.3333333333333333,,,0.36039915966386554,
15,warnings and precautions,all,943,656.0,1784,0.5897435897435898,0.34580124679134583,0.4359685621821544,0.5891245234586729,0.42465957797014714,0.44745980441997824
16,warnings and precautions,discontinuous,40,,359,,0.10025062656641603,,,0.11843618093618093,
17,warnings and precautions,exact-meddra,591,,622,,0.4872217642209398,,,0.5834053635427158,
18,warnings and precautions,negated,9,,49,,0.15517241379310345,,,0.16435185185185186,
19,warnings and precautions,non-meddra,352,,1163,,0.23234323432343235,,,0.298794183513996,
0,all,all,4026,1162.0,4384,0.7760215882806476,0.4787158145065398,0.563451744345579,0.7036098486913717,0.5446559449791768,0.5786442143338513
