,section,ade_type,tp,fp,fn,micro_precision,micro_recall,micro_f1,macro_precision,macro_recall,macro_f1
0,adverse reactions,all,3142,165.0,2267,0.9501058361052314,0.5808837123312997,0.7209729233593392,0.9375952073937961,0.6661610558211686,0.7466550243017043
1,adverse reactions,discontinuous,76,,321,,0.19143576826196473,,,0.1989302754118382,
2,adverse reactions,exact-meddra,2669,,1494,,0.6411241892865722,,,0.7193575801846365,
3,adverse reactions,hypothetical,37,,43,,0.4625,,,0.5787766830870279,
4,adverse reactions,negated,30,,43,,0.410958904109589,,,0.4,
5,adverse reactions,non-meddra,473,,774,,0.3793103448275862,,,0.5067261183698157,
6,all-concat,all,3198,227.0,4184,0.9337226277372263,0.4332159306421024,0.5918386231146479,0.9141940723466739,0.5064226618728765,0.6243551797612635
7,all-concat,discontinuous,167,,634,,0.20848938826466917,,,0.2226950763332526,
8,all-concat,exact-meddra,2515,,2312,,0.5210275533457635,,,0.5855277301150703,
9,all-concat,hypothetical,333,,687,,0.3264705882352941,,,0.44552085118752965,
10,all-concat,negated,46,,86,,0.3484848484848485,,,0.3844104308390023,
11,all-concat,non-meddra,683,,1873,,0.26721439749608766,,,0.35279498666855963,
12,boxed warnings,all,207,99.0,67,0.6764705882352942,0.7554744525547445,0.7137931034482758,0.6993142995047427,0.8589062525595033,0.7282847722282574
13,boxed warnings,discontinuous,17,,20,,0.4594594594594595,,,0.48031135531135527,
14,boxed warnings,exact-meddra,112,,24,,0.8235294117647058,,,0.9232118758434548,
15,boxed warnings,hypothetical,105,,16,,0.8677685950413223,,,0.9199724517906336,
16,boxed warnings,negated,3,,2,,0.6,,,0.625,
17,boxed warnings,non-meddra,95,,43,,0.6884057971014492,,,0.7752100840336135,
18,warnings and precautions,all,1314,427.0,1413,0.7547386559448592,0.48184818481848185,0.5881826320501342,0.7240763528475267,0.5964989259056519,0.5940107333896701
19,warnings and precautions,discontinuous,94,,305,,0.23558897243107768,,,0.25390899949723483,
20,warnings and precautions,exact-meddra,751,,462,,0.6191261335531739,,,0.7580587603715453,
21,warnings and precautions,hypothetical,427,,482,,0.46974697469746973,,,0.6107566552319017,
22,warnings and precautions,negated,25,,33,,0.43103448275862066,,,0.517361111111111,
23,warnings and precautions,non-meddra,563,,952,,0.3716171617161716,,,0.4855194030804601,
0,all,all,4663,691.0,3747,0.8709376167351512,0.5544589774078478,0.665232244068922,0.8114680743820497,0.6685639832544381,0.6809577116014572
