,section,ade_type,tp,fp,fn,micro_precision,micro_recall,micro_f1,macro_precision,macro_recall,macro_f1
0,adverse reactions,all,3806,453.0,1603,0.8936370039915473,0.703642078018118,0.7873396772858917,0.8679659639479403,0.7300705554766485,0.800687923543499
1,adverse reactions,discontinuous,43,,354,,0.10831234256926953,,,0.12725622587343394,
2,adverse reactions,exact-meddra,3368,,795,,0.8090319481143406,,,0.8245696036286354,
3,adverse reactions,negated,17,,56,,0.2328767123287671,,,0.2,
4,adverse reactions,non-meddra,438,,809,,0.351242983159583,,,0.4533372844990625,
5,all-concat,all,4132,723.0,3250,0.851081359423275,0.5597399078840423,0.6753289204870475,0.8266659669339997,0.590866835531676,0.6834941932420144
6,all-concat,discontinuous,49,,752,,0.06117353308364544,,,0.06624887826581508,
7,all-concat,exact-meddra,3616,,1211,,0.7491195359436503,,,0.7677760005632491,
8,all-concat,negated,24,,108,,0.18181818181818182,,,0.19750566893424035,
9,all-concat,non-meddra,516,,2040,,0.20187793427230047,,,0.2609812622438591,
10,boxed warnings,all,163,161.0,111,0.5030864197530864,0.5948905109489051,0.5451505016722408,0.5220361269281358,0.545610908555955,0.5915856808432587
11,boxed warnings,discontinuous,10,,27,,0.2702702702702703,,,0.19322344322344323,
12,boxed warnings,exact-meddra,113,,23,,0.8308823529411765,,,0.7116189978668755,
13,boxed warnings,negated,3,,2,,0.6,,,0.625,
14,boxed warnings,non-meddra,50,,88,,0.36231884057971014,,,0.3003851540616247,
15,warnings and precautions,all,1373,979.0,1354,0.5837585034013606,0.5034836817015035,0.540657609765702,0.5510006670246064,0.5391089022880033,0.5087330627424098
16,warnings and precautions,discontinuous,67,,332,,0.16791979949874686,,,0.2117993867993868,
17,warnings and precautions,exact-meddra,898,,315,,0.7403132728771641,,,0.737020924838897,
18,warnings and precautions,negated,12,,46,,0.20689655172413793,,,0.22337962962962962,
19,warnings and precautions,non-meddra,475,,1040,,0.31353135313531355,,,0.3957519114348734,
0,all,all,5342,1593.0,3068,0.7702956020187455,0.6351961950059453,0.6639206556139928,0.6819872876415167,0.6218809497890005,0.6468888165268458
