,section,ade_type,tp,fp,fn,micro_precision,micro_recall,micro_f1,macro_precision,macro_recall,macro_f1
0,adverse reactions,all,3897,175.0,1512,0.9570235756385069,0.7204658901830283,0.8220651829975743,0.9449219161160741,0.7670316064881552,0.8281562358019284
1,adverse reactions,discontinuous,149,,248,,0.37531486146095716,,,0.3647069592196897,
2,adverse reactions,exact-meddra,3230,,933,,0.7758827768436224,,,0.8243368654750303,
3,adverse reactions,negated,29,,44,,0.3972602739726027,,,0.4085714285714286,
4,adverse reactions,non-meddra,667,,580,,0.5348837209302325,,,0.5973095365637513,
5,all-concat,all,3579,169.0,3803,0.9549092849519744,0.48482795990246547,0.6431266846361186,0.9431304849972847,0.5621332532690335,0.671346866494792
6,all-concat,discontinuous,234,,567,,0.29213483146067415,,,0.2850040309158103,
7,all-concat,exact-meddra,2758,,2069,,0.5713693805676403,,,0.6624168834053527,
8,all-concat,negated,44,,88,,0.3333333333333333,,,0.3849773242630385,
9,all-concat,non-meddra,821,,1735,,0.3212050078247261,,,0.3684208232812725,
10,boxed warnings,all,212,72.0,62,0.7464788732394366,0.7737226277372263,0.7598566308243728,0.7535084452721416,0.8521756644628162,0.7678491552020964
11,boxed warnings,discontinuous,17,,20,,0.4594594594594595,,,0.44184981684981683,
12,boxed warnings,exact-meddra,124,,12,,0.9117647058823529,,,0.9302294197031039,
13,boxed warnings,negated,3,,2,,0.6,,,0.5,
14,boxed warnings,non-meddra,88,,50,,0.6376811594202898,,,0.7217086834733893,
15,warnings and precautions,all,1391,382.0,1336,0.784545967287084,0.51008434176751,0.6182222222222222,0.7516344608777135,0.6129515883107097,0.6181189863618982
16,warnings and precautions,discontinuous,159,,240,,0.39849624060150374,,,0.37824243412478703,
17,warnings and precautions,exact-meddra,727,,486,,0.5993404781533388,,,0.7535225526017867,
18,warnings and precautions,negated,29,,29,,0.5,,,0.6631944444444444,
19,warnings and precautions,non-meddra,665,,850,,0.4389438943894389,,,0.5039113514069884,
0,all,all,5500,629.0,2910,0.8973731440691793,0.6539833531510107,0.7254950404349549,0.8346566828525553,0.7174117439450404,0.7321169041982143
