,section,ade_type,tp,fp,fn,micro_precision,micro_recall,micro_f1,macro_precision,macro_recall,macro_f1
0,adverse reactions,all,4700,709.0,45,0.8689221667591052,0.9905163329820864,0.9257435493401616,0.8946025728867834,0.9753583626136058,0.9207569529741184
1,adverse reactions,discontinuous,322,,2186,,0.1283891547049442,,,0.15666076116942812,
2,adverse reactions,exact-meddra,3668,,251,,0.935953049247257,,,0.9138575478458173,
3,adverse reactions,negated,63,,1087,,0.05478260869565217,,,0.08054113299302278,
4,adverse reactions,non-meddra,1032,,2102,,0.32929164007657946,,,0.35633312525731536,
5,all-concat,all,5067,2315.0,56,0.6863993497697101,0.9890689049385126,0.8103958416633347,0.7636871702830411,0.9774943488711003,0.8332430262282858
6,all-concat,discontinuous,503,,1730,,0.22525750111957007,,,0.24752601821837245,
7,all-concat,exact-meddra,3430,,213,,0.9415317046390338,,,0.9202336498926882,
8,all-concat,negated,101,,1186,,0.07847707847707848,,,0.10740018025551099,
9,all-concat,non-meddra,1637,,1356,,0.5469428666889409,,,0.5444460167473565,
10,boxed warnings,all,252,22.0,62,0.9197080291970803,0.802547770700637,0.8571428571428571,0.9491019214703426,0.8011988135661735,0.8444903911561074
11,boxed warnings,discontinuous,34,,57,,0.37362637362637363,,,0.39401709401709406,
12,boxed warnings,exact-meddra,129,,86,,0.6,,,0.5892049367021559,
13,boxed warnings,negated,5,,43,,0.10416666666666667,,,0.33974358974358976,
14,boxed warnings,non-meddra,123,,139,,0.46946564885496184,,,0.5437786585619403,
15,warnings and precautions,all,2107,620.0,183,0.7726439310597727,0.9200873362445415,0.8399441897548335,0.8282590326939118,0.8706569056313745,0.816552381722852
16,warnings and precautions,discontinuous,301,,906,,0.24937862468931235,,,0.24940199605429425,
17,warnings and precautions,exact-meddra,975,,466,,0.6766134628730048,,,0.6276096741452634,
18,warnings and precautions,negated,40,,334,,0.10695187165775401,,,0.1523563353047702,
19,warnings and precautions,non-meddra,1132,,502,,0.6927784577723378,,,0.6483540117470162,
0,all,all,7059,1351.0,290,0.8393579072532699,0.9605388488229691,0.8811926636879869,0.8761095722404558,0.9042816499395429,0.8656468989043843
