,section,ade_type,tp,fp,fn,micro_precision,micro_recall,micro_f1,macro_precision,macro_recall,macro_f1
0,adverse reactions,all,3343,2066.0,2226,0.6180440007395083,0.6002873047225714,0.6090362543268355,0.6976261054401736,0.7719563413554478,0.6885639463566672
1,adverse reactions,discontinuous,206,,3288,,0.0589582140812822,,,0.11126072506248642,
2,adverse reactions,exact-meddra,2656,,2475,,0.5176378873513935,,,0.6984090720726995,
3,adverse reactions,hypothetical,45,,1292,,0.033657442034405384,,,0.06401054489326076,
4,adverse reactions,negated,44,,1842,,0.02332979851537646,,,0.06622894268515732,
5,adverse reactions,non-meddra,687,,4385,,0.13544952681388012,,,0.2435150682486662,
6,boxed warnings,all,233,41.0,64,0.8503649635036497,0.7845117845117845,0.8161120840630472,0.8322355032881349,0.754235655882651,0.8024301179938435
7,boxed warnings,discontinuous,29,,73,,0.28431372549019607,,,0.374053724053724,
8,boxed warnings,exact-meddra,120,,68,,0.6382978723404256,,,0.5918463843324026,
9,boxed warnings,hypothetical,104,,103,,0.5024154589371981,,,0.5705282134602427,
10,boxed warnings,negated,5,,20,,0.2,,,0.5548245614035088,
11,boxed warnings,non-meddra,113,,138,,0.450199203187251,,,0.49710922487739095,
12,warnings and precautions,all,1462,1265.0,2592,0.5361202786945362,0.3606314750863345,0.43120483704468365,0.6087831160274914,0.6309664064234866,0.5675417054392735
13,warnings and precautions,discontinuous,178,,3030,,0.05548628428927681,,,0.15641404511721993,
14,warnings and precautions,exact-meddra,732,,2877,,0.2028262676641729,,,0.416413402678955,
15,warnings and precautions,hypothetical,481,,3296,,0.12734974847762776,,,0.30522360157742273,
16,warnings and precautions,negated,34,,1420,,0.023383768913342505,,,0.08683073131722295,
17,warnings and precautions,non-meddra,730,,3171,,0.18713150474237375,,,0.4096941699405553,
0,all,all,5038,3372.0,4882,0.5990487514863257,0.5078629032258064,0.5073384336752553,0.6827845255469208,0.711153757726776,0.656293762025631
