,section,ade_type,tp,fp,fn,micro_precision,micro_recall,micro_f1,macro_precision,macro_recall,macro_f1
0,adverse reactions,all,3779,334.0,1630,0.9187940675905665,0.698650397485672,0.7937408107540432,0.9133835887552154,0.7384926316805919,0.8084153416601143
1,adverse reactions,discontinuous,43,,354,,0.10831234256926953,,,0.10584559694524576,
2,adverse reactions,exact-meddra,3345,,818,,0.8035070862358876,,,0.8335228289725112,
3,adverse reactions,hypothetical,43,,37,,0.5375,,,0.48981937602627257,
4,adverse reactions,negated,16,,57,,0.2191780821917808,,,0.2019047619047619,
5,adverse reactions,non-meddra,434,,813,,0.3480352846832398,,,0.46018945404080325,
6,all-concat,all,3675,586.0,3707,0.8624735977470077,0.4978325657003522,0.6312805977840763,0.849508150570726,0.549381599445825,0.655836186761042
7,all-concat,discontinuous,37,,764,,0.046192259675405745,,,0.05604011388319728,
8,all-concat,exact-meddra,3149,,1678,,0.6523720737518127,,,0.6920205641251034,
9,all-concat,hypothetical,315,,705,,0.3088235294117647,,,0.3555356717242105,
10,all-concat,negated,21,,111,,0.1590909090909091,,,0.18503401360544217,
11,all-concat,non-meddra,526,,2030,,0.20579029733959311,,,0.27789537270680637,
12,boxed warnings,all,141,87.0,133,0.618421052631579,0.5145985401459854,0.5617529880478088,0.6112112912429817,0.4829590394412375,0.6142461660969171
13,boxed warnings,discontinuous,6,,31,,0.16216216216216217,,,0.13278388278388278,
14,boxed warnings,exact-meddra,100,,36,,0.7352941176470589,,,0.6200121892821384,
15,boxed warnings,hypothetical,56,,65,,0.4628099173553719,,,0.3908959727141545,
16,boxed warnings,negated,3,,2,,0.6,,,0.625,
17,boxed warnings,non-meddra,41,,97,,0.2971014492753623,,,0.2937675070028011,
18,warnings and precautions,all,970,484.0,1757,0.6671251719394773,0.3557022368903557,0.4640038268356852,0.6416463587151938,0.4080422438633737,0.4817533147016543
19,warnings and precautions,discontinuous,40,,359,,0.10025062656641603,,,0.11385082635082636,
20,warnings and precautions,exact-meddra,618,,595,,0.5094806265457543,,,0.5576391698978537,
21,warnings and precautions,hypothetical,308,,601,,0.3388338833883388,,,0.4130562521638932,
22,warnings and precautions,negated,10,,48,,0.1724137931034483,,,0.23611111111111108,
23,warnings and precautions,non-meddra,352,,1163,,0.23234323432343235,,,0.2988940620687969,
0,all,all,4890,905.0,3520,0.8438308886971527,0.5814506539833532,0.636177600959444,0.753040120029169,0.5615266820053137,0.6464994915487909
