,section,ade_type,tp,fp,fn,micro_precision,micro_recall,micro_f1,macro_precision,macro_recall,macro_f1
0,adverse reactions,all,5106,303.0,99,0.9439822518025514,0.9809798270893372,0.9621254946297344,0.9520324241705795,0.9747114753671913,0.9616093613643669
1,adverse reactions,discontinuous,331,,3092,,0.09669880222027462,,,0.12233113941813789,
2,adverse reactions,exact-meddra,4040,,425,,0.9048152295632699,,,0.8856498024116076,
3,adverse reactions,hypothetical,70,,1151,,0.05733005733005733,,,0.07334790129230946,
4,adverse reactions,negated,62,,1629,,0.03666469544648137,,,0.05545004590314846,
5,adverse reactions,non-meddra,1066,,3118,,0.25478011472275336,,,0.27165115300778964,
6,all-concat,all,6611,771.0,194,0.895556759685722,0.9714915503306393,0.9319799816733629,0.908428365594628,0.9524720259470031,0.9256774199277632
7,all-concat,discontinuous,636,,3871,,0.14111382294209007,,,0.1444145124934967,
8,all-concat,exact-meddra,4587,,646,,0.8765526466653927,,,0.8431326891443284,
9,all-concat,hypothetical,813,,3397,,0.19311163895486935,,,0.2002499657217,
10,all-concat,negated,107,,2683,,0.038351254480286735,,,0.05067034909114799,
11,all-concat,non-meddra,2024,,3147,,0.3914136530651712,,,0.37527879098082456,
12,boxed warnings,all,263,11.0,81,0.9598540145985401,0.7645348837209303,0.8511326860841424,0.9688039543302701,0.8000396473388163,0.8524955808741369
13,boxed warnings,discontinuous,34,,87,,0.2809917355371901,,,0.3109002109002109,
14,boxed warnings,exact-meddra,136,,116,,0.5396825396825397,,,0.56775926504779,
15,boxed warnings,hypothetical,116,,152,,0.43283582089552236,,,0.5681925875565054,
16,boxed warnings,negated,5,,43,,0.10416666666666667,,,0.5060975609756098,
17,boxed warnings,non-meddra,127,,175,,0.4205298013245033,,,0.5015409770827728,
18,warnings and precautions,all,2354,373.0,414,0.8632196552988632,0.8504335260115607,0.856778889899909,0.8997519483941638,0.7995403997641737,0.8211573731143369
19,warnings and precautions,discontinuous,330,,1638,,0.1676829268292683,,,0.20237412494708987,
20,warnings and precautions,exact-meddra,1110,,955,,0.5375302663438256,,,0.4877940787982684,
21,warnings and precautions,hypothetical,771,,1362,,0.36146272855133615,,,0.3903898135631299,
22,warnings and precautions,negated,45,,737,,0.05754475703324808,,,0.08245835557884688,
23,warnings and precautions,non-meddra,1244,,1128,,0.524451939291737,,,0.5208583208596961,
0,all,all,7723,687.0,594,0.9183115338882283,0.9285800168329926,0.8979409448342505,0.933244763135647,0.8745880694410432,0.8863120456063939
