,section,ade_type,tp,fp,fn,micro_precision,micro_recall,micro_f1,macro_precision,macro_recall,macro_f1
0,adverse reactions,all,4351,1058.0,92,0.8044000739508227,0.9792932703128516,0.8832724319935038,0.8462604117845716,0.9643727404203726,0.8822550155507146
1,adverse reactions,discontinuous,289,,2281,,0.11245136186770428,,,0.13506668319722578,
2,adverse reactions,exact-meddra,3391,,387,,0.897564849126522,,,0.8789647950552383,
3,adverse reactions,hypothetical,70,,898,,0.07231404958677685,,,0.08379059484585198,
4,adverse reactions,negated,60,,1308,,0.043859649122807015,,,0.06249056561949467,
5,adverse reactions,non-meddra,960,,2342,,0.290732889158086,,,0.29442747714232914,
6,all-concat,all,4395,2987.0,87,0.5953671091845029,0.9805890227576974,0.7408968307484828,0.6770061237388293,0.9733558134150251,0.761955971028003
7,all-concat,discontinuous,427,,1928,,0.18131634819532907,,,0.1904216959671985,
8,all-concat,exact-meddra,3023,,319,,0.9045481747456613,,,0.8800191413354208,
9,all-concat,hypothetical,591,,1711,,0.25673327541268465,,,0.30262055497663426,
10,all-concat,negated,87,,1310,,0.06227630637079456,,,0.09783162657110012,
11,all-concat,non-meddra,1372,,1668,,0.4513157894736842,,,0.47197360017226736,
12,boxed warnings,all,240,34.0,83,0.8759124087591241,0.7430340557275542,0.8040201005025126,0.9314699676541782,0.7558798170640276,0.7993437339572608
13,boxed warnings,discontinuous,30,,64,,0.3191489361702128,,,0.3105580693815988,
14,boxed warnings,exact-meddra,122,,107,,0.5327510917030568,,,0.5631789252282611,
15,boxed warnings,hypothetical,112,,125,,0.47257383966244726,,,0.5521638393296147,
16,boxed warnings,negated,5,,46,,0.09803921568627451,,,0.30625,
17,boxed warnings,non-meddra,118,,165,,0.4169611307420495,,,0.4931487870069185,
18,warnings and precautions,all,1878,849.0,217,0.6886688668866887,0.8964200477326969,0.7789299046038988,0.7673945297272036,0.85157666364924,0.7665507772937735
19,warnings and precautions,discontinuous,266,,974,,0.21451612903225806,,,0.22394380404735165,
20,warnings and precautions,exact-meddra,853,,594,,0.5894955079474775,,,0.5714997172560002,
21,warnings and precautions,hypothetical,631,,775,,0.4487908961593172,,,0.488225652402182,
22,warnings and precautions,negated,36,,372,,0.08823529411764706,,,0.13313732648799145,
23,warnings and precautions,non-meddra,1025,,631,,0.6189613526570048,,,0.5860857456287353,
0,all,all,6469,1941.0,392,0.7692033293697979,0.9428654715056114,0.8295758309871162,0.827565380273895,0.8844407466307922,0.8213484909258225
