,section,ade_type,tp,fp,fn,micro_precision,micro_recall,micro_f1,macro_precision,macro_recall,macro_f1
0,adverse reactions,all,4623,786.0,51,0.8546866333887965,0.9890885750962772,0.9169889913716156,0.8915463579416542,0.9730996912756767,0.9168172052496484
1,adverse reactions,discontinuous,313,,2098,,0.12982165076731647,,,0.15480697866407805,
2,adverse reactions,exact-meddra,3617,,234,,0.9392365619319657,,,0.9136480098051873,
3,adverse reactions,negated,63,,1152,,0.05185185185185185,,,0.08905283391722979,
4,adverse reactions,non-meddra,1006,,2006,,0.3339973439575033,,,0.3495993906098007,
5,all-concat,all,5546,1836.0,39,0.7512869141154159,0.9930170098478066,0.8554021747512918,0.7767866377053413,0.9868446100969694,0.8523091772943225
6,all-concat,discontinuous,578,,1977,,0.22622309197651663,,,0.2272757411308935,
7,all-concat,exact-meddra,3773,,209,,0.9475138121546961,,,0.9323237136629271,
8,all-concat,negated,107,,1353,,0.07328767123287672,,,0.10740956435937393,
9,all-concat,non-meddra,1773,,1476,,0.5457063711911357,,,0.5313678087609802,
10,boxed warnings,all,251,23.0,76,0.916058394160584,0.7675840978593272,0.8352745424292845,0.9533529336160915,0.7730915831244779,0.8207492670727965
11,boxed warnings,discontinuous,33,,47,,0.4125,,,0.4378205128205128,
12,boxed warnings,exact-meddra,128,,101,,0.5589519650655022,,,0.5721735809611227,
13,boxed warnings,negated,5,,42,,0.10638297872340426,,,0.3814102564102564,
14,boxed warnings,non-meddra,123,,149,,0.4522058823529412,,,0.5423006431133367,
15,warnings and precautions,all,2109,618.0,210,0.7733773377337734,0.9094437257438551,0.8359096313912009,0.8233138820927653,0.8662945164684421,0.8239276350628608
16,warnings and precautions,discontinuous,275,,974,,0.2201761409127302,,,0.24511378771705825,
17,warnings and precautions,exact-meddra,997,,464,,0.6824093086926762,,,0.6291079885641911,
18,warnings and precautions,negated,41,,304,,0.11884057971014493,,,0.14751989197742327,
19,warnings and precautions,non-meddra,1112,,565,,0.6630888491353608,,,0.6377017880790429,
0,all,all,6983,1427.0,337,0.830321046373365,0.9539617486338798,0.8707159816886398,0.873453560137783,0.8969962587924254,0.8633364376383633
