,section,ade_type,tp,fp,fn,micro_precision,micro_recall,micro_f1,macro_precision,macro_recall,macro_f1
0,adverse reactions,all,5001,408.0,278,0.9245701608430393,0.9473385110816442,0.935815868263473,0.9493068111940378,0.9686529033331428,0.9543218261691329
1,adverse reactions,discontinuous,348,,2615,,0.11744853189335133,,,0.1513408782707132,
2,adverse reactions,exact-meddra,3924,,510,,0.8849797023004059,,,0.8967272310347085,
3,adverse reactions,negated,65,,1392,,0.04461221688400824,,,0.08536889407659605,
4,adverse reactions,non-meddra,1077,,2560,,0.29612317844377234,,,0.3266153519714936,
5,all-concat,all,6294,1088.0,603,0.8526144676239501,0.9125706829056112,0.8815743399397717,0.8929889626223662,0.951313074117644,0.9122122498697587
6,all-concat,discontinuous,622,,3175,,0.16381353700289703,,,0.19259636836318947,
7,all-concat,exact-meddra,4337,,841,,0.8375820780224025,,,0.8774958451642072,
8,all-concat,negated,113,,2028,,0.052779075198505374,,,0.08899501667537539,
9,all-concat,non-meddra,1957,,2491,,0.4399730215827338,,,0.46689096166591815,
10,boxed warnings,all,256,18.0,66,0.9343065693430657,0.7950310559006211,0.8590604026845637,0.9172932330827067,0.8623565385662161,0.8553498951843905
11,boxed warnings,discontinuous,36,,59,,0.37894736842105264,,,0.5176323676323676,
12,boxed warnings,exact-meddra,129,,97,,0.5707964601769911,,,0.6151094756470269,
13,boxed warnings,negated,5,,46,,0.09803921568627451,,,0.7553191489361702,
14,boxed warnings,non-meddra,127,,149,,0.4601449275362319,,,0.566095662449368,
15,warnings and precautions,all,2365,362.0,334,0.8672533920058673,0.8762504631344943,0.8717287136011794,0.9135256416389859,0.815322728017305,0.835956024291048
16,warnings and precautions,discontinuous,329,,1307,,0.2011002444987775,,,0.22324293462915246,
17,warnings and precautions,exact-meddra,1105,,716,,0.6068094453596925,,,0.53592834264191,
18,warnings and precautions,negated,51,,546,,0.08542713567839195,,,0.1054782736787311,
19,warnings and precautions,non-meddra,1261,,792,,0.6142230881636629,,,0.5792111647974425,
0,all,all,7622,788.0,678,0.9063020214030916,0.9183132530120482,0.8979833391649483,0.9294454153674674,0.8885160861010263,0.889735317018309
