,section,ade_type,tp,fp,fn,micro_precision,micro_recall,micro_f1,macro_precision,macro_recall,macro_f1
0,adverse reactions,all,2621,273.0,2788,0.9056668970283345,0.48456276576076907,0.6313380705768998,0.8705777193439668,0.5689538511985357,0.6556331092640917
1,adverse reactions,discontinuous,26,,371,,0.0654911838790932,,,0.083162966679209,
2,adverse reactions,exact-meddra,2274,,1889,,0.5462406918087918,,,0.6397797831482669,
3,adverse reactions,negated,14,,59,,0.1917808219178082,,,0.19047619047619047,
4,adverse reactions,non-meddra,347,,900,,0.27826784282277467,,,0.371026261912615,
5,all-concat,all,1944,287.0,5438,0.871358135365307,0.2633432674072067,0.40445230417143446,0.8195937550210354,0.3455383893701451,0.43911936655589057
6,all-concat,discontinuous,30,,771,,0.03745318352059925,,,0.04784700456258313,
7,all-concat,exact-meddra,1628,,3199,,0.33726952558524964,,,0.43883646334947124,
8,all-concat,negated,21,,111,,0.1590909090909091,,,0.20096371882086167,
9,all-concat,non-meddra,316,,2240,,0.12363067292644757,,,0.19241553827566346,
10,boxed warnings,all,145,106.0,129,0.5776892430278885,0.5291970802919708,0.5523809523809525,0.5993261824582096,0.6232280282783379,0.581528075380982
11,boxed warnings,discontinuous,4,,33,,0.10810810810810811,,,0.12637362637362637,
12,boxed warnings,exact-meddra,95,,41,,0.6985294117647058,,,0.754553567541683,
13,boxed warnings,negated,3,,2,,0.6,,,0.625,
14,boxed warnings,non-meddra,50,,88,,0.36231884057971014,,,0.4210084033613445,
15,warnings and precautions,all,802,407.0,1925,0.663358147229115,0.29409607627429407,0.407520325203252,0.634870083762858,0.3818231550228798,0.4327703621076216
16,warnings and precautions,discontinuous,40,,359,,0.10025062656641603,,,0.13600532350532352,
17,warnings and precautions,exact-meddra,507,,706,,0.4179719703215169,,,0.5487830088007807,
18,warnings and precautions,negated,11,,47,,0.1896551724137931,,,0.2199074074074074,
19,warnings and precautions,non-meddra,295,,1220,,0.19471947194719472,,,0.25198536305671604,
0,all,all,3568,786.0,4842,0.8194763435920992,0.42425683709869205,0.5332178139689632,0.7300217911531772,0.500779025774781,0.5520420793040223
