,section,ade_type,tp,fp,fn,micro_precision,micro_recall,micro_f1,macro_precision,macro_recall,macro_f1
0,adverse reactions,all,3846,503.0,1563,0.8843412278684755,0.7110371602884082,0.7882762861242057,0.8781012256322416,0.7374411928328418,0.8021391908273663
1,adverse reactions,discontinuous,47,,350,,0.11838790931989925,,,0.10421944897361929,
2,adverse reactions,exact-meddra,3382,,781,,0.8123949075186164,,,0.8311842221988065,
3,adverse reactions,hypothetical,42,,38,,0.525,,,0.48403119868637107,
4,adverse reactions,negated,17,,56,,0.2328767123287671,,,0.21142857142857144,
5,adverse reactions,non-meddra,464,,783,,0.37209302325581395,,,0.4642096062649679,
6,all-concat,all,4170,763.0,3212,0.8453273869856072,0.5648875643457058,0.6772228989037758,0.8420917373957921,0.6037255793975699,0.7000980481408092
7,all-concat,discontinuous,46,,755,,0.05742821473158552,,,0.0652578780702514,
8,all-concat,exact-meddra,3566,,1261,,0.7387611352807126,,,0.7628196102948027,
9,all-concat,hypothetical,354,,666,,0.34705882352941175,,,0.379693406863124,
10,all-concat,negated,28,,104,,0.21212121212121213,,,0.20714285714285716,
11,all-concat,non-meddra,604,,1952,,0.23630672926447574,,,0.2978670842046701,
12,boxed warnings,all,141,113.0,133,0.5551181102362205,0.5145985401459854,0.5340909090909091,0.5151344051246461,0.47693226750889284,0.5664310186001362
13,boxed warnings,discontinuous,4,,33,,0.10810810810810811,,,0.05860805860805861,
14,boxed warnings,exact-meddra,97,,39,,0.7132352941176471,,,0.6062818336162988,
15,boxed warnings,hypothetical,55,,66,,0.45454545454545453,,,0.42321920503738686,
16,boxed warnings,negated,3,,2,,0.6,,,0.625,
17,boxed warnings,non-meddra,44,,94,,0.3188405797101449,,,0.30091036414565825,
18,warnings and precautions,all,1120,676.0,1607,0.623608017817372,0.4107077374404107,0.49524651779792184,0.6210623254933303,0.469086204646332,0.5124131972835113
19,warnings and precautions,discontinuous,49,,350,,0.12280701754385964,,,0.15262421512421512,
20,warnings and precautions,exact-meddra,698,,515,,0.5754328112118714,,,0.6419193815148302,
21,warnings and precautions,hypothetical,376,,533,,0.4136413641364136,,,0.5005421775589376,
22,warnings and precautions,negated,13,,45,,0.22413793103448276,,,0.3263888888888889,
23,warnings and precautions,non-meddra,422,,1093,,0.27854785478547855,,,0.3462874909720561,
0,all,all,5107,1292.0,3303,0.7980934521018909,0.6072532699167658,0.6422835167599019,0.7140100710018898,0.5851963919158862,0.6482590806309338
