,drug_name,section,ade_type,n_manual,n_gpt,tp,fp,fn,precision,recall,f1
48,DATSCAN,warnings and precautions,all,3,5,3,2.0,0,0.6,1.0,0.7499999999999999
49,DATSCAN,warnings and precautions,exact-meddra,1,5,1,,0,,1.0,
50,DATSCAN,warnings and precautions,non-meddra,2,5,2,,0,,1.0,
51,DATSCAN,all-concat,all,12,13,11,2.0,1,0.8461538461538461,0.9166666666666666,0.8799999999999999
52,DATSCAN,all-concat,exact-meddra,9,13,8,,1,,0.8888888888888888,
53,DATSCAN,all-concat,non-meddra,3,13,3,,0,,1.0,
54,TIVICAY,adverse reactions,all,45,42,36,5.0,9,0.8780487804878049,0.8,0.8372093023255814
55,TIVICAY,adverse reactions,exact-meddra,30,42,28,,2,,0.9333333333333333,
56,TIVICAY,adverse reactions,non-meddra,15,42,8,,7,,0.5333333333333333,
57,TIVICAY,adverse reactions,discontinuous,8,42,5,,3,,0.625,
58,TIVICAY,warnings and precautions,all,29,30,26,4.0,3,0.8666666666666667,0.896551724137931,0.8813559322033899
59,TIVICAY,warnings and precautions,exact-meddra,10,30,9,,1,,0.9,
60,TIVICAY,warnings and precautions,non-meddra,19,30,17,,2,,0.8947368421052632,
61,TIVICAY,warnings and precautions,discontinuous,2,30,1,,1,,0.5,
62,TIVICAY,all-concat,all,71,41,46,1.0,25,0.9787234042553191,0.647887323943662,0.7796610169491527
63,TIVICAY,all-concat,exact-meddra,37,41,32,,5,,0.8648648648648649,
64,TIVICAY,all-concat,non-meddra,34,41,14,,20,,0.4117647058823529,
65,TIVICAY,all-concat,discontinuous,10,41,4,,6,,0.4,
66,TAFINLAR,adverse reactions,all,112,67,86,0.0,26,1.0,0.7678571428571429,0.8686868686868687
67,TAFINLAR,adverse reactions,exact-meddra,94,67,73,,21,,0.776595744680851,
68,TAFINLAR,adverse reactions,non-meddra,18,67,13,,5,,0.7222222222222222,
69,TAFINLAR,warnings and precautions,all,63,32,44,1.0,19,0.9777777777777777,0.6984126984126984,0.8148148148148148
70,TAFINLAR,warnings and precautions,exact-meddra,28,32,22,,6,,0.7857142857142857,
71,TAFINLAR,warnings and precautions,non-meddra,35,32,22,,13,,0.6285714285714286,
72,TAFINLAR,warnings and precautions,discontinuous,2,32,2,,0,,1.0,
73,TAFINLAR,all-concat,all,158,85,110,7.0,48,0.9401709401709402,0.6962025316455697,0.8
74,TAFINLAR,all-concat,exact-meddra,110,85,85,,25,,0.7727272727272727,
75,TAFINLAR,all-concat,non-meddra,48,85,25,,23,,0.5208333333333334,
76,TAFINLAR,all-concat,discontinuous,2,85,2,,0,,1.0,
77,HORIZANT,adverse reactions,all,27,25,26,0.0,1,1.0,0.9629629629629629,0.9811320754716981
78,HORIZANT,adverse reactions,exact-meddra,26,25,25,,1,,0.9615384615384616,
79,HORIZANT,adverse reactions,non-meddra,1,25,1,,0,,1.0,
80,HORIZANT,warnings and precautions,all,40,22,25,2.0,15,0.9259259259259259,0.625,0.7462686567164178
81,HORIZANT,warnings and precautions,exact-meddra,17,22,15,,2,,0.8823529411764706,
82,HORIZANT,warnings and precautions,non-meddra,23,22,10,,13,,0.43478260869565216,
83,HORIZANT,warnings and precautions,negated,2,22,2,,0,,1.0,
84,HORIZANT,warnings and precautions,discontinuous,12,22,2,,10,,0.16666666666666666,
85,HORIZANT,all-concat,all,62,33,38,1.0,24,0.9743589743589743,0.6129032258064516,0.7524752475247525
86,HORIZANT,all-concat,exact-meddra,38,33,28,,10,,0.7368421052631579,
87,HORIZANT,all-concat,non-meddra,24,33,10,,14,,0.4166666666666667,
88,HORIZANT,all-concat,negated,2,33,1,,1,,0.5,
89,HORIZANT,all-concat,discontinuous,12,33,1,,11,,0.08333333333333333,
90,IMBRUVICA,adverse reactions,all,70,62,59,4.0,11,0.9365079365079365,0.8428571428571429,0.887218045112782
91,IMBRUVICA,adverse reactions,exact-meddra,55,62,51,,4,,0.9272727272727272,
92,IMBRUVICA,adverse reactions,non-meddra,15,62,8,,7,,0.5333333333333333,
93,IMBRUVICA,adverse reactions,discontinuous,2,62,0,,2,,0.0,
94,IMBRUVICA,warnings and precautions,all,32,32,30,6.0,2,0.8333333333333334,0.9375,0.8823529411764706
95,IMBRUVICA,warnings and precautions,exact-meddra,16,32,16,,0,,1.0,
96,IMBRUVICA,warnings and precautions,non-meddra,16,32,14,,2,,0.875,
97,IMBRUVICA,all-concat,all,89,74,76,7.0,13,0.9156626506024096,0.8539325842696629,0.883720930232558
98,IMBRUVICA,all-concat,exact-meddra,62,74,58,,4,,0.9354838709677419,
99,IMBRUVICA,all-concat,non-meddra,27,74,18,,9,,0.6666666666666666,
100,IMBRUVICA,all-concat,discontinuous,2,74,0,,2,,0.0,
101,ULORIC,adverse reactions,all,210,196,197,1.0,13,0.9949494949494949,0.9380952380952381,0.9656862745098038
102,ULORIC,adverse reactions,exact-meddra,187,196,178,,9,,0.9518716577540107,
103,ULORIC,adverse reactions,non-meddra,23,196,19,,4,,0.8260869565217391,
104,ULORIC,adverse reactions,discontinuous,18,196,9,,9,,0.5,
105,ULORIC,warnings and precautions,all,11,15,9,7.0,2,0.5625,0.8181818181818182,0.6666666666666666
106,ULORIC,warnings and precautions,exact-meddra,2,15,2,,0,,1.0,
107,ULORIC,warnings and precautions,non-meddra,9,15,7,,2,,0.7777777777777778,
108,ULORIC,all-concat,all,218,195,199,2.0,19,0.9900497512437811,0.9128440366972477,0.9498806682577566
109,ULORIC,all-concat,exact-meddra,188,195,178,,10,,0.9468085106382979,
110,ULORIC,all-concat,non-meddra,30,195,21,,9,,0.7,
111,ULORIC,all-concat,discontinuous,18,195,9,,9,,0.5,
112,CIMZIA,adverse reactions,all,107,70,79,1.0,28,0.9875,0.7383177570093458,0.8449197860962567
113,CIMZIA,adverse reactions,exact-meddra,76,70,60,,16,,0.7894736842105263,
114,CIMZIA,adverse reactions,non-meddra,31,70,19,,12,,0.6129032258064516,
115,CIMZIA,adverse reactions,negated,1,70,1,,0,,1.0,
116,CIMZIA,adverse reactions,discontinuous,10,70,2,,8,,0.2,
117,CIMZIA,warnings and precautions,all,72,50,57,3.0,15,0.95,0.7916666666666666,0.8636363636363635
118,CIMZIA,warnings and precautions,exact-meddra,25,50,25,,0,,1.0,
119,CIMZIA,warnings and precautions,non-meddra,47,50,32,,15,,0.6808510638297872,
120,CIMZIA,warnings and precautions,negated,2,50,1,,1,,0.5,
121,CIMZIA,warnings and precautions,discontinuous,10,50,3,,7,,0.3,
122,CIMZIA,boxed warnings,all,27,22,22,3.0,5,0.88,0.8148148148148148,0.8461538461538461
123,CIMZIA,boxed warnings,exact-meddra,13,22,12,,1,,0.9230769230769231,
124,CIMZIA,boxed warnings,non-meddra,14,22,10,,4,,0.7142857142857143,
125,CIMZIA,boxed warnings,discontinuous,8,22,6,,2,,0.75,
126,CIMZIA,all-concat,all,172,92,116,2.0,56,0.9830508474576272,0.6744186046511628,0.8
127,CIMZIA,all-concat,exact-meddra,92,92,77,,15,,0.8369565217391305,
128,CIMZIA,all-concat,non-meddra,80,92,39,,41,,0.4875,
129,CIMZIA,all-concat,negated,3,92,1,,2,,0.3333333333333333,
130,CIMZIA,all-concat,discontinuous,27,92,9,,18,,0.3333333333333333,
131,KALYDECO,adverse reactions,all,40,26,26,0.0,14,1.0,0.65,0.787878787878788
132,KALYDECO,adverse reactions,exact-meddra,24,26,24,,0,,1.0,
133,KALYDECO,adverse reactions,non-meddra,16,26,2,,14,,0.125,
134,KALYDECO,adverse reactions,discontinuous,10,26,0,,10,,0.0,
135,KALYDECO,warnings and precautions,all,6,4,4,1.0,2,0.8,0.6666666666666666,0.7272727272727272
136,KALYDECO,warnings and precautions,exact-meddra,1,4,1,,0,,1.0,
137,KALYDECO,warnings and precautions,non-meddra,5,4,3,,2,,0.6,
138,KALYDECO,warnings and precautions,discontinuous,3,4,1,,2,,0.3333333333333333,
139,KALYDECO,all-concat,all,45,27,28,0.0,17,1.0,0.6222222222222222,0.7671232876712328
140,KALYDECO,all-concat,exact-meddra,25,27,24,,1,,0.96,
141,KALYDECO,all-concat,non-meddra,20,27,4,,16,,0.2,
142,KALYDECO,all-concat,discontinuous,13,27,1,,12,,0.07692307692307693,
143,FULYZAQ,adverse reactions,all,36,36,36,0.0,0,1.0,1.0,1.0
144,FULYZAQ,adverse reactions,exact-meddra,30,36,30,,0,,1.0,
145,FULYZAQ,adverse reactions,non-meddra,6,36,6,,0,,1.0,
146,FULYZAQ,all-concat,all,36,36,36,0.0,0,1.0,1.0,1.0
147,FULYZAQ,all-concat,exact-meddra,30,36,30,,0,,1.0,
148,FULYZAQ,all-concat,non-meddra,6,36,6,,0,,1.0,
149,QUTENZA,adverse reactions,all,40,37,38,0.0,2,1.0,0.95,0.9743589743589743
150,QUTENZA,adverse reactions,exact-meddra,34,37,34,,0,,1.0,
151,QUTENZA,adverse reactions,non-meddra,6,37,4,,2,,0.6666666666666666,
152,QUTENZA,warnings and precautions,all,6,9,6,3.0,0,0.6666666666666666,1.0,0.8
153,QUTENZA,warnings and precautions,exact-meddra,3,9,3,,0,,1.0,
154,QUTENZA,warnings and precautions,non-meddra,3,9,3,,0,,1.0,
155,QUTENZA,all-concat,all,45,40,38,4.0,7,0.9047619047619048,0.8444444444444444,0.8735632183908046
156,QUTENZA,all-concat,exact-meddra,37,40,35,,2,,0.9459459459459459,
157,QUTENZA,all-concat,non-meddra,8,40,3,,5,,0.375,
158,GRANIX,adverse reactions,all,15,13,13,0.0,2,1.0,0.8666666666666667,0.9285714285714286
159,GRANIX,adverse reactions,exact-meddra,5,13,5,,0,,1.0,
160,GRANIX,adverse reactions,non-meddra,10,13,8,,2,,0.8,
161,GRANIX,warnings and precautions,all,24,18,20,1.0,4,0.9523809523809523,0.8333333333333334,0.888888888888889
162,GRANIX,warnings and precautions,exact-meddra,17,18,16,,1,,0.9411764705882353,
163,GRANIX,warnings and precautions,non-meddra,7,18,4,,3,,0.5714285714285714,
164,GRANIX,warnings and precautions,discontinuous,1,18,0,,1,,0.0,
165,GRANIX,all-concat,all,35,28,27,2.0,8,0.9310344827586207,0.7714285714285715,0.8437500000000001
166,GRANIX,all-concat,exact-meddra,19,28,17,,2,,0.8947368421052632,
167,GRANIX,all-concat,non-meddra,16,28,10,,6,,0.625,
168,GRANIX,all-concat,discontinuous,1,28,0,,1,,0.0,
169,COARTEM,adverse reactions,all,81,79,80,0.0,1,1.0,0.9876543209876543,0.9937888198757764
170,COARTEM,adverse reactions,exact-meddra,78,79,78,,0,,1.0,
171,COARTEM,adverse reactions,non-meddra,3,79,2,,1,,0.6666666666666666,
172,COARTEM,warnings and precautions,all,2,20,2,19.0,0,0.09523809523809523,1.0,0.17391304347826084
173,COARTEM,warnings and precautions,non-meddra,2,20,2,,0,,1.0,
174,COARTEM,all-concat,all,83,79,80,1.0,3,0.9876543209876543,0.963855421686747,0.975609756097561
175,COARTEM,all-concat,exact-meddra,78,79,76,,2,,0.9743589743589743,
176,COARTEM,all-concat,non-meddra,5,79,4,,1,,0.8,
177,APTIOM,adverse reactions,all,42,40,36,6.0,6,0.8571428571428571,0.8571428571428571,0.8571428571428571
178,APTIOM,adverse reactions,exact-meddra,34,40,28,,6,,0.8235294117647058,
179,APTIOM,adverse reactions,non-meddra,8,40,8,,0,,1.0,
180,APTIOM,adverse reactions,discontinuous,1,40,0,,1,,0.0,
181,APTIOM,warnings and precautions,all,86,59,66,3.0,20,0.9565217391304348,0.7674418604651163,0.8516129032258064
182,APTIOM,warnings and precautions,exact-meddra,48,59,45,,3,,0.9375,
183,APTIOM,warnings and precautions,non-meddra,38,59,21,,17,,0.5526315789473685,
184,APTIOM,warnings and precautions,negated,9,59,5,,4,,0.5555555555555556,
185,APTIOM,warnings and precautions,discontinuous,8,59,5,,3,,0.625,
186,APTIOM,all-concat,all,102,93,81,22.0,21,0.7864077669902912,0.7941176470588235,0.7902439024390243
187,APTIOM,all-concat,exact-meddra,62,93,59,,3,,0.9516129032258065,
188,APTIOM,all-concat,non-meddra,40,93,22,,18,,0.55,
189,APTIOM,all-concat,negated,9,93,6,,3,,0.6666666666666666,
190,APTIOM,all-concat,discontinuous,8,93,2,,6,,0.25,
191,PROLIA,adverse reactions,all,70,44,44,1.0,26,0.9777777777777777,0.6285714285714286,0.7652173913043477
192,PROLIA,adverse reactions,exact-meddra,43,44,36,,7,,0.8372093023255814,
193,PROLIA,adverse reactions,non-meddra,27,44,8,,19,,0.2962962962962963,
194,PROLIA,adverse reactions,negated,3,44,1,,2,,0.3333333333333333,
195,PROLIA,adverse reactions,discontinuous,8,44,0,,8,,0.0,
196,PROLIA,warnings and precautions,all,39,18,16,3.0,23,0.8421052631578947,0.41025641025641024,0.5517241379310346
197,PROLIA,warnings and precautions,exact-meddra,14,18,7,,7,,0.5,
198,PROLIA,warnings and precautions,non-meddra,25,18,9,,16,,0.36,
199,PROLIA,warnings and precautions,discontinuous,9,18,3,,6,,0.3333333333333333,
200,PROLIA,all-concat,all,92,63,62,4.0,30,0.9393939393939394,0.6739130434782609,0.7848101265822786
201,PROLIA,all-concat,exact-meddra,49,63,43,,6,,0.8775510204081632,
202,PROLIA,all-concat,non-meddra,43,63,19,,24,,0.4418604651162791,
203,PROLIA,all-concat,negated,3,63,2,,1,,0.6666666666666666,
204,PROLIA,all-concat,discontinuous,16,63,5,,11,,0.3125,
205,BLINCYTO,adverse reactions,all,94,76,84,2.0,10,0.9767441860465116,0.8936170212765957,0.9333333333333332
206,BLINCYTO,adverse reactions,exact-meddra,78,76,70,,8,,0.8974358974358975,
207,BLINCYTO,adverse reactions,non-meddra,16,76,14,,2,,0.875,
208,BLINCYTO,adverse reactions,negated,1,76,0,,1,,0.0,
209,BLINCYTO,adverse reactions,discontinuous,1,76,0,,1,,0.0,
210,BLINCYTO,warnings and precautions,all,46,37,41,3.0,5,0.9318181818181818,0.8913043478260869,0.9111111111111111
211,BLINCYTO,warnings and precautions,exact-meddra,24,37,23,,1,,0.9583333333333334,
212,BLINCYTO,warnings and precautions,non-meddra,22,37,18,,4,,0.8181818181818182,
213,BLINCYTO,warnings and precautions,negated,1,37,1,,0,,1.0,
214,BLINCYTO,warnings and precautions,discontinuous,2,37,0,,2,,0.0,
215,BLINCYTO,boxed warnings,all,4,7,4,3.0,0,0.5714285714285714,1.0,0.7272727272727273
216,BLINCYTO,boxed warnings,exact-meddra,1,7,1,,0,,1.0,
217,BLINCYTO,boxed warnings,non-meddra,3,7,3,,0,,1.0,
218,BLINCYTO,all-concat,all,118,76,89,2.0,29,0.978021978021978,0.7542372881355932,0.8516746411483254
219,BLINCYTO,all-concat,exact-meddra,87,76,72,,15,,0.8275862068965517,
220,BLINCYTO,all-concat,non-meddra,31,76,17,,14,,0.5483870967741935,
221,BLINCYTO,all-concat,negated,2,76,0,,2,,0.0,
222,BLINCYTO,all-concat,discontinuous,2,76,0,,2,,0.0,
223,STENDRA,adverse reactions,all,59,58,59,1.0,0,0.9833333333333333,1.0,0.9915966386554621
224,STENDRA,adverse reactions,exact-meddra,53,58,53,,0,,1.0,
225,STENDRA,adverse reactions,non-meddra,6,58,6,,0,,1.0,
226,STENDRA,warnings and precautions,all,18,39,11,27.0,7,0.2894736842105263,0.6111111111111112,0.3928571428571429
227,STENDRA,warnings and precautions,exact-meddra,4,39,4,,0,,1.0,
228,STENDRA,warnings and precautions,non-meddra,14,39,7,,7,,0.5,
229,STENDRA,warnings and precautions,discontinuous,1,39,0,,1,,0.0,
230,STENDRA,all-concat,all,72,63,59,6.0,13,0.9076923076923077,0.8194444444444444,0.8613138686131386
231,STENDRA,all-concat,exact-meddra,56,63,53,,3,,0.9464285714285714,
232,STENDRA,all-concat,non-meddra,16,63,6,,10,,0.375,
233,STENDRA,all-concat,discontinuous,1,63,0,,1,,0.0,
234,XIAFLEX,adverse reactions,all,72,39,48,1.0,24,0.9795918367346939,0.6666666666666666,0.793388429752066
235,XIAFLEX,adverse reactions,exact-meddra,48,39,36,,12,,0.75,
236,XIAFLEX,adverse reactions,non-meddra,24,39,12,,12,,0.5,
237,XIAFLEX,adverse reactions,negated,1,39,0,,1,,0.0,
238,XIAFLEX,adverse reactions,discontinuous,9,39,3,,6,,0.3333333333333333,
239,XIAFLEX,warnings and precautions,all,34,29,27,6.0,7,0.8181818181818182,0.7941176470588235,0.8059701492537314
240,XIAFLEX,warnings and precautions,exact-meddra,13,29,12,,1,,0.9230769230769231,
241,XIAFLEX,warnings and precautions,non-meddra,21,29,15,,6,,0.7142857142857143,
242,XIAFLEX,warnings and precautions,discontinuous,8,29,3,,5,,0.375,
243,XIAFLEX,boxed warnings,all,8,10,8,1.0,0,0.8888888888888888,1.0,0.9411764705882353
244,XIAFLEX,boxed warnings,exact-meddra,1,10,1,,0,,1.0,
245,XIAFLEX,boxed warnings,non-meddra,7,10,7,,0,,1.0,
246,XIAFLEX,boxed warnings,discontinuous,2,10,2,,0,,1.0,
247,XIAFLEX,all-concat,all,95,55,62,2.0,33,0.96875,0.6526315789473685,0.779874213836478
248,XIAFLEX,all-concat,exact-meddra,55,55,43,,12,,0.7818181818181819,
249,XIAFLEX,all-concat,non-meddra,40,55,19,,21,,0.475,
250,XIAFLEX,all-concat,negated,1,55,0,,1,,0.0,
251,XIAFLEX,all-concat,discontinuous,15,55,4,,11,,0.26666666666666666,
252,XEOMIN,adverse reactions,all,46,41,41,1.0,5,0.9761904761904762,0.8913043478260869,0.9318181818181818
253,XEOMIN,adverse reactions,exact-meddra,40,41,36,,4,,0.9,
254,XEOMIN,adverse reactions,non-meddra,6,41,5,,1,,0.8333333333333334,
255,XEOMIN,adverse reactions,negated,1,41,1,,0,,1.0,
256,XEOMIN,adverse reactions,discontinuous,5,41,5,,0,,1.0,
257,XEOMIN,warnings and precautions,all,35,37,27,10.0,8,0.7297297297297297,0.7714285714285715,0.75
258,XEOMIN,warnings and precautions,exact-meddra,16,37,14,,2,,0.875,
259,XEOMIN,warnings and precautions,non-meddra,19,37,13,,6,,0.6842105263157895,
260,XEOMIN,warnings and precautions,discontinuous,5,37,3,,2,,0.6,
261,XEOMIN,boxed warnings,all,16,11,11,0.0,5,1.0,0.6875,0.8148148148148148
262,XEOMIN,boxed warnings,exact-meddra,10,11,10,,0,,1.0,
263,XEOMIN,boxed warnings,non-meddra,6,11,1,,5,,0.16666666666666666,
264,XEOMIN,boxed warnings,discontinuous,1,11,0,,1,,0.0,
265,XEOMIN,all-concat,all,81,37,46,0.0,35,1.0,0.5679012345679012,0.7244094488188977
266,XEOMIN,all-concat,exact-meddra,53,37,36,,17,,0.6792452830188679,
267,XEOMIN,all-concat,non-meddra,28,37,10,,18,,0.35714285714285715,
268,XEOMIN,all-concat,negated,1,37,1,,0,,1.0,
269,XEOMIN,all-concat,discontinuous,10,37,5,,5,,0.5,
270,GILOTRIF,adverse reactions,all,49,36,39,1.0,10,0.975,0.7959183673469388,0.8764044943820225
271,GILOTRIF,adverse reactions,exact-meddra,42,36,33,,9,,0.7857142857142857,
272,GILOTRIF,adverse reactions,non-meddra,7,36,6,,1,,0.8571428571428571,
273,GILOTRIF,adverse reactions,discontinuous,1,36,1,,0,,1.0,
274,GILOTRIF,warnings and precautions,all,39,33,30,3.0,9,0.9090909090909091,0.7692307692307693,0.8333333333333333
275,GILOTRIF,warnings and precautions,exact-meddra,20,33,15,,5,,0.75,
276,GILOTRIF,warnings and precautions,non-meddra,19,33,15,,4,,0.7894736842105263,
277,GILOTRIF,warnings and precautions,discontinuous,6,33,4,,2,,0.6666666666666666,
278,GILOTRIF,all-concat,all,80,63,61,10.0,19,0.8591549295774648,0.7625,0.8079470198675496
279,GILOTRIF,all-concat,exact-meddra,58,63,44,,14,,0.7586206896551724,
280,GILOTRIF,all-concat,non-meddra,22,63,17,,5,,0.7727272727272727,
281,GILOTRIF,all-concat,discontinuous,7,63,7,,0,,1.0,
282,TREANDA,adverse reactions,all,123,114,105,17.0,18,0.860655737704918,0.8536585365853658,0.8571428571428572
283,TREANDA,adverse reactions,exact-meddra,99,114,93,,6,,0.9393939393939394,
284,TREANDA,adverse reactions,non-meddra,24,114,12,,12,,0.5,
285,TREANDA,adverse reactions,negated,1,114,0,,1,,0.0,
286,TREANDA,adverse reactions,discontinuous,14,114,11,,3,,0.7857142857142857,
287,TREANDA,warnings and precautions,all,51,38,43,2.0,8,0.9555555555555556,0.8431372549019608,0.8958333333333333
288,TREANDA,warnings and precautions,exact-meddra,27,38,25,,2,,0.9259259259259259,
289,TREANDA,warnings and precautions,non-meddra,24,38,18,,6,,0.75,
290,TREANDA,warnings and precautions,discontinuous,4,38,3,,1,,0.75,
291,TREANDA,all-concat,all,154,119,116,21.0,38,0.8467153284671532,0.7532467532467533,0.7972508591065294
292,TREANDA,all-concat,exact-meddra,111,119,98,,13,,0.8828828828828829,
293,TREANDA,all-concat,non-meddra,43,119,18,,25,,0.4186046511627907,
294,TREANDA,all-concat,negated,1,119,0,,1,,0.0,
295,TREANDA,all-concat,discontinuous,18,119,13,,5,,0.7222222222222222,
296,CHOLINE,adverse reactions,all,1,1,1,0.0,0,1.0,1.0,1.0
297,CHOLINE,adverse reactions,exact-meddra,1,1,1,,0,,1.0,
298,CHOLINE,warnings and precautions,all,4,11,4,7.0,0,0.36363636363636365,1.0,0.5333333333333333
299,CHOLINE,warnings and precautions,exact-meddra,2,11,2,,0,,1.0,
300,CHOLINE,warnings and precautions,non-meddra,2,11,2,,0,,1.0,
301,CHOLINE,all-concat,all,5,10,5,5.0,0,0.5,1.0,0.6666666666666666
302,CHOLINE,all-concat,exact-meddra,3,10,3,,0,,1.0,
303,CHOLINE,all-concat,non-meddra,2,10,2,,0,,1.0,
304,ERWINAZE,adverse reactions,all,32,23,28,1.0,4,0.9655172413793104,0.875,0.9180327868852458
305,ERWINAZE,adverse reactions,exact-meddra,19,23,18,,1,,0.9473684210526315,
306,ERWINAZE,adverse reactions,non-meddra,13,23,10,,3,,0.7692307692307693,
307,ERWINAZE,adverse reactions,negated,6,23,5,,1,,0.8333333333333334,
308,ERWINAZE,adverse reactions,discontinuous,4,23,2,,2,,0.5,
309,ERWINAZE,warnings and precautions,all,15,14,13,1.0,2,0.9285714285714286,0.8666666666666667,0.896551724137931
310,ERWINAZE,warnings and precautions,exact-meddra,8,14,8,,0,,1.0,
311,ERWINAZE,warnings and precautions,non-meddra,7,14,5,,2,,0.7142857142857143,
312,ERWINAZE,warnings and precautions,discontinuous,5,14,4,,1,,0.8,
313,ERWINAZE,all-concat,all,41,23,26,1.0,15,0.9629629629629629,0.6341463414634146,0.7647058823529412
314,ERWINAZE,all-concat,exact-meddra,23,23,17,,6,,0.7391304347826086,
315,ERWINAZE,all-concat,non-meddra,18,23,9,,9,,0.5,
316,ERWINAZE,all-concat,negated,6,23,6,,0,,1.0,
317,ERWINAZE,all-concat,discontinuous,9,23,2,,7,,0.2222222222222222,
318,TRULICITY,adverse reactions,all,48,30,33,4.0,15,0.8918918918918919,0.6875,0.7764705882352941
319,TRULICITY,adverse reactions,exact-meddra,30,30,23,,7,,0.7666666666666667,
320,TRULICITY,adverse reactions,non-meddra,18,30,10,,8,,0.5555555555555556,
321,TRULICITY,adverse reactions,discontinuous,7,30,2,,5,,0.2857142857142857,
322,TRULICITY,warnings and precautions,all,17,7,5,2.0,12,0.7142857142857143,0.29411764705882354,0.4166666666666667
323,TRULICITY,warnings and precautions,exact-meddra,8,7,4,,4,,0.5,
324,TRULICITY,warnings and precautions,non-meddra,9,7,1,,8,,0.1111111111111111,
325,TRULICITY,warnings and precautions,discontinuous,2,7,0,,2,,0.0,
326,TRULICITY,boxed warnings,all,5,8,5,4.0,0,0.5555555555555556,1.0,0.7142857142857143
327,TRULICITY,boxed warnings,non-meddra,5,8,5,,0,,1.0,
