,section,ade_type,tp,fp,fn,micro_precision,micro_recall,micro_f1,macro_precision,macro_recall,macro_f1
0,adverse reactions,all,4329,1080.0,267,0.800332778702163,0.9419060052219321,0.8653673163418291,0.8346974706995587,0.882018524540945,0.8738620984547473
1,adverse reactions,discontinuous,266,,2276,,0.10464201416207711,,,0.1220338290502134,
2,adverse reactions,exact-meddra,3477,,509,,0.8723030607124937,,,0.8063774296634209,
3,adverse reactions,hypothetical,63,,841,,0.06969026548672566,,,0.07714588631923065,
4,adverse reactions,negated,54,,1099,,0.046834345186470075,,,0.05289659646297673,
5,adverse reactions,non-meddra,852,,2523,,0.25244444444444447,,,0.26509835857963243,
6,all-concat,all,4991,2391.0,154,0.6761040368463831,0.9700680272108844,0.7968388281312365,0.7162260171143614,0.9232682944091473,0.8013061833744427
7,all-concat,discontinuous,451,,2339,,0.16164874551971326,,,0.15891091121193554,
8,all-concat,exact-meddra,3618,,370,,0.9072216649949849,,,0.8513815102596332,
9,all-concat,hypothetical,584,,2048,,0.22188449848024316,,,0.2581412565869404,
10,all-concat,negated,82,,1416,,0.05473965287049399,,,0.06806649344511578,
11,all-concat,non-meddra,1373,,2092,,0.39624819624819624,,,0.38780120802946366,
12,boxed warnings,all,237,37.0,106,0.864963503649635,0.6909620991253644,0.7682333873581848,0.836984555405608,0.6581501831501831,0.7595354125436504
13,boxed warnings,discontinuous,27,,100,,0.2125984251968504,,,0.22100355784566308,
14,boxed warnings,exact-meddra,127,,122,,0.5100401606425703,,,0.4641355415449094,
15,boxed warnings,hypothetical,104,,163,,0.3895131086142322,,,0.43831859483773356,
16,boxed warnings,negated,4,,16,,0.2,,,0.2692307692307692,
17,boxed warnings,non-meddra,110,,175,,0.38596491228070173,,,0.42210501309936754,
18,warnings and precautions,all,1805,922.0,342,0.6618995232856619,0.8407079646017699,0.7406647517439474,0.7430355761596411,0.7771752465092431,0.7251487266261596
19,warnings and precautions,discontinuous,248,,1035,,0.19329696024941542,,,0.20005918883999949,
20,warnings and precautions,exact-meddra,847,,663,,0.5609271523178808,,,0.5173412822808939,
21,warnings and precautions,hypothetical,611,,886,,0.4081496325985304,,,0.4259110043671283,
22,warnings and precautions,negated,33,,312,,0.09565217391304348,,,0.10624744468494468,
23,warnings and precautions,non-meddra,959,,780,,0.5514663599769982,,,0.5239783880963776,
0,all,all,6371,2039.0,715,0.757550535077289,0.8990968106124753,0.80156362203395,0.797391137854041,0.8028795629226229,0.7939977621965789
