,section,ade_type,tp,fp,fn,micro_precision,micro_recall,micro_f1,macro_precision,macro_recall,macro_f1
0,adverse reactions,all,5197,212.0,32,0.9608060639674616,0.9938802830369096,0.9770633577740176,0.9636232520930149,0.9902963620034783,0.9758554290223538
1,adverse reactions,discontinuous,357,,2787,,0.11354961832061068,,,0.14344940401019918,
2,adverse reactions,exact-meddra,4082,,261,,0.9399032926548468,,,0.9254065666042774,
3,adverse reactions,negated,64,,1431,,0.04280936454849498,,,0.06211717929817496,
4,adverse reactions,non-meddra,1115,,2595,,0.3005390835579515,,,0.3164880376261469,
5,all-concat,all,6798,584.0,43,0.9208886480628556,0.9937143692442625,0.9559164733178654,0.9233144441635126,0.9858447740534705,0.9517961993432009
6,all-concat,discontinuous,686,,3209,,0.17612323491655968,,,0.1874468714961538,
7,all-concat,exact-meddra,4663,,321,,0.9355939004815409,,,0.9127362052505026,
8,all-concat,negated,113,,2159,,0.04973591549295775,,,0.06436590621374685,
9,all-concat,non-meddra,2135,,2309,,0.48042304230423044,,,0.4586480725970302,
10,boxed warnings,all,248,26.0,42,0.9051094890510949,0.8551724137931035,0.8794326241134751,0.8934696516933358,0.8869826810616285,0.8703447737484481
11,boxed warnings,discontinuous,35,,50,,0.4117647058823529,,,0.5674988753936122,
12,boxed warnings,exact-meddra,127,,60,,0.679144385026738,,,0.6388588561975659,
13,boxed warnings,negated,5,,31,,0.1388888888888889,,,0.7578125,
14,boxed warnings,non-meddra,121,,113,,0.5170940170940171,,,0.6113678804855276,
15,warnings and precautions,all,2454,273.0,184,0.8998899889988999,0.9302501895375285,0.9148182665424046,0.9091604331466675,0.8813487248815303,0.8789958335303734
16,warnings and precautions,discontinuous,341,,1301,,0.207673568818514,,,0.26086120546454933,
17,warnings and precautions,exact-meddra,1149,,584,,0.6630121177149452,,,0.585644209468339,
18,warnings and precautions,negated,47,,590,,0.07378335949764521,,,0.11344437748404407,
19,warnings and precautions,non-meddra,1305,,700,,0.6508728179551122,,,0.6287841968854928,
0,all,all,7899,511.0,258,0.9392390011890607,0.9683707245310776,0.9409988918024548,0.929942191699017,0.9288817828652611,0.9190554897718006
