,section,ade_type,tp,fp,fn,micro_precision,micro_recall,micro_f1,macro_precision,macro_recall,macro_f1
0,adverse reactions,all,3947,1462.0,59,0.7297097430208911,0.9852720918622067,0.8384492830589486,0.7906186672687219,0.9674249519364765,0.8448352639928971
1,adverse reactions,discontinuous,262,,1914,,0.12040441176470588,,,0.1390001801504224,
2,adverse reactions,exact-meddra,3085,,287,,0.9148873072360617,,,0.8888212302907,
3,adverse reactions,hypothetical,61,,852,,0.06681270536692223,,,0.09122321705368672,
4,adverse reactions,negated,51,,1260,,0.038901601830663615,,,0.05908521840356561,
5,adverse reactions,non-meddra,862,,1967,,0.30470130788264405,,,0.3227203694938421,
6,all-concat,all,3926,3456.0,72,0.5318341912760769,0.9819909954977488,0.689982425307557,0.6108909794139485,0.9723705380082149,0.7102336441613625
7,all-concat,discontinuous,414,,1540,,0.21187308085977483,,,0.20848311171099568,
8,all-concat,exact-meddra,2606,,275,,0.9045470322804582,,,0.8805729064750372,
9,all-concat,hypothetical,572,,1267,,0.3110386079390973,,,0.3342390052897336,
10,all-concat,negated,82,,1081,,0.0705073086844368,,,0.1160373455525004,
11,all-concat,non-meddra,1320,,1247,,0.514218932606155,,,0.5105935679771783,
12,boxed warnings,all,232,42.0,50,0.8467153284671532,0.8226950354609929,0.8345323741007195,0.899915386757492,0.7975229741019214,0.8144044422261734
13,boxed warnings,discontinuous,27,,55,,0.32926829268292684,,,0.3358974358974359,
14,boxed warnings,exact-meddra,120,,74,,0.6185567010309279,,,0.5912330501040179,
15,boxed warnings,hypothetical,107,,89,,0.5459183673469388,,,0.5971358607722245,
16,boxed warnings,negated,5,,34,,0.1282051282051282,,,0.35028735632183905,
17,boxed warnings,non-meddra,112,,123,,0.4765957446808511,,,0.5172514436206119,
18,warnings and precautions,all,1718,1009.0,169,0.62999633296663,0.9104398516163222,0.7446900736887735,0.7100204516407144,0.8703803485862711,0.7512234003849668
19,warnings and precautions,discontinuous,235,,792,,0.22882181110029212,,,0.2356684308965908,
20,warnings and precautions,exact-meddra,790,,449,,0.6376109765940274,,,0.6032982729826056,
21,warnings and precautions,hypothetical,577,,622,,0.48123436196830693,,,0.4918838216887765,
22,warnings and precautions,negated,35,,281,,0.11075949367088607,,,0.14271339771339772,
23,warnings and precautions,non-meddra,928,,520,,0.6408839779005525,,,0.6114349350697216,
0,all,all,5897,2513.0,278,0.7011890606420927,0.9549797570850203,0.7941141814127286,0.7750900588986225,0.9001808770098535,0.8016730932120596
