,section,ade_type,tp,fp,fn,micro_precision,micro_recall,micro_f1,macro_precision,macro_recall,macro_f1
0,adverse reactions,all,4563,846.0,79,0.8435940099833611,0.9829814735028005,0.9079693562829569,0.8735145390397786,0.9682647377278222,0.903884371707166
1,adverse reactions,discontinuous,301,,2380,,0.1122715404699739,,,0.13549731436960688,
2,adverse reactions,exact-meddra,3581,,382,,0.9036083774917991,,,0.8775552965662381,
3,adverse reactions,hypothetical,68,,958,,0.06627680311890838,,,0.07972486184742189,
4,adverse reactions,negated,58,,1245,,0.044512663085188024,,,0.06771168049392287,
5,adverse reactions,non-meddra,982,,2432,,0.28763913298183946,,,0.2942799193397592,
6,all-concat,all,5308,2074.0,99,0.719046328908155,0.9816904013316071,0.8300883571819533,0.7597735477002763,0.9701798155501208,0.8334018873808504
7,all-concat,discontinuous,512,,2557,,0.1668295861844249,,,0.16743689425533445,
8,all-concat,exact-meddra,3683,,385,,0.9053588987217306,,,0.880184160197216,
9,all-concat,hypothetical,658,,2268,,0.22488038277511962,,,0.2460942427948337,
10,all-concat,negated,95,,1739,,0.05179934569247546,,,0.07397808533704864,
11,all-concat,non-meddra,1625,,2083,,0.4382416396979504,,,0.42479933055627167,
12,boxed warnings,all,249,25.0,65,0.9087591240875912,0.7929936305732485,0.8469387755102041,0.930092324829167,0.8055769199018626,0.8334378285727246
13,boxed warnings,discontinuous,29,,75,,0.27884615384615385,,,0.3342490842490842,
14,boxed warnings,exact-meddra,132,,85,,0.6082949308755761,,,0.606878174174439,
15,boxed warnings,hypothetical,111,,124,,0.4723404255319149,,,0.5492183742183743,
16,boxed warnings,negated,5,,31,,0.1388888888888889,,,0.36342592592592593,
17,boxed warnings,non-meddra,117,,152,,0.4349442379182156,,,0.5092253710982084,
18,warnings and precautions,all,1938,789.0,277,0.7106710671067107,0.8749435665914221,0.784297855119385,0.7919799774802958,0.8423671425140875,0.7778872775903709
19,warnings and precautions,discontinuous,248,,1098,,0.18424962852897475,,,0.23007587410490876,
20,warnings and precautions,exact-meddra,907,,609,,0.5982849604221636,,,0.5606221693069117,
21,warnings and precautions,hypothetical,629,,920,,0.40606843124596514,,,0.4493113451656111,
22,warnings and precautions,negated,39,,399,,0.08904109589041095,,,0.13303993228094332,
23,warnings and precautions,non-meddra,1032,,749,,0.5794497473329591,,,0.5767413965842146,
0,all,all,6750,1660.0,421,0.8026159334126041,0.9412913122298145,0.8462102400603456,0.8491124347547232,0.8903231961468108,0.8407543430273444
