,section,ade_type,tp,fp,fn,micro_precision,micro_recall,micro_f1,macro_precision,macro_recall,macro_f1
0,adverse reactions,all,3886,642.0,1523,0.8582155477031802,0.7184322425586984,0.7821274026366106,0.8496073746048202,0.7555060193214381,0.794860964200023
1,adverse reactions,discontinuous,50,,347,,0.12594458438287154,,,0.14626534693479382,
2,adverse reactions,exact-meddra,3417,,746,,0.8208023060293058,,,0.8477334160177509,
3,adverse reactions,hypothetical,51,,29,,0.6375,,,0.5714696223316913,
4,adverse reactions,negated,19,,54,,0.2602739726027397,,,0.20666666666666667,
5,adverse reactions,non-meddra,469,,778,,0.37610264635124296,,,0.4810821132695885,
6,all-concat,all,3742,593.0,3640,0.8632064590542099,0.5069086968301273,0.6387300503541862,0.8399691393531868,0.5737046402595963,0.6646495487750694
7,all-concat,discontinuous,53,,748,,0.066167290886392,,,0.07311178166350266,
8,all-concat,exact-meddra,3204,,1623,,0.6637663144810442,,,0.7277706809026011,
9,all-concat,hypothetical,334,,686,,0.32745098039215687,,,0.37561166668516466,
10,all-concat,negated,30,,102,,0.22727272727272727,,,0.22953514739229025,
11,all-concat,non-meddra,538,,2018,,0.2104851330203443,,,0.2865414217025844,
12,boxed warnings,all,164,217.0,110,0.4304461942257218,0.5985401459854015,0.500763358778626,0.44386802539279324,0.509098687833208,0.5030730284916539
13,boxed warnings,discontinuous,9,,28,,0.24324324324324326,,,0.16758241758241757,
14,boxed warnings,exact-meddra,117,,19,,0.8602941176470589,,,0.7561185843019459,
15,boxed warnings,hypothetical,69,,52,,0.5702479338842975,,,0.5206939525121344,
16,boxed warnings,negated,3,,2,,0.6,,,0.625,
17,boxed warnings,non-meddra,47,,91,,0.34057971014492755,,,0.28862044817927174,
18,warnings and precautions,all,1133,578.0,1594,0.6621858562244302,0.4154748808214155,0.5105903560162236,0.636357224818975,0.4739365782820837,0.5177241772906704
19,warnings and precautions,discontinuous,48,,351,,0.12030075187969924,,,0.15686595686595686,
20,warnings and precautions,exact-meddra,732,,481,,0.6034624896949712,,,0.677852187995345,
21,warnings and precautions,hypothetical,385,,524,,0.4235423542354235,,,0.49132511412259006,
22,warnings and precautions,negated,16,,42,,0.27586206896551724,,,0.3576388888888889,
23,warnings and precautions,non-meddra,401,,1114,,0.2646864686468647,,,0.32620808284317465,
0,all,all,5183,1437.0,3227,0.7829305135951662,0.6162901307966706,0.6427658427658771,0.6966270364722608,0.600100449925802,0.63715483860895
